Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Num,Pct,Num,Pct,Num,Pct,Status
231,2014,2014-10-16,7,7,37,NWE,,NYJ,W 27-25,*,20,37,54.05,261,3,0,103.5,1,1,7.05,8.68,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,57,100%,0,0%,0,0%,
232,2014,2014-10-26,8,8,37,NWE,,CHI,W 51-23,*,30,35,85.71,354,5,0,148.4,0,0,10.11,12.97,2,0,0,0,0,0,0,,0,0.00%,,0,0,1,0,0,0,-4,0,0,0,,0,67,91%,0,0%,0,0%,
233,2014,2014-11-02,9,9,37,NWE,,DEN,W 43-21,*,33,53,62.26,333,4,1,97.4,1,1,6.28,6.94,2,4,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,84,100%,0,0%,0,0%,
234,2014,2014-11-16,10,11,37,NWE,0,IND,W 42-20,*,19,30,63.33,257,2,2,85,0,0,8.57,6.9,2,-2,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,70,91%,0,0%,0,0%,
235,2014,2014-11-23,11,12,37,NWE,,DET,W 34-9,*,38,53,71.7,349,2,1,94,0,0,6.58,6.49,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,78,100%,0,0%,0,0%,
236,2014,2014-11-30,12,13,37,NWE,0,GNB,L 21-26,*,22,35,62.86,245,2,0,102.7,1,9,7,8.14,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,56,100%,0,0%,0,0%,
237,2014,2014-12-07,13,14,37,NWE,0,SDG,W 23-14,*,28,44,63.64,317,2,1,90.8,1,7,7.2,7.09,4,7,1.75,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,77,100%,0,0%,0,0%,
238,2014,2014-12-14,14,15,37,NWE,,MIA,W 41-13,*,21,35,60,287,2,1,93.4,0,0,8.2,8.06,3,18,6,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,60,92%,0,0%,0,0%,
239,2014,2014-12-21,15,16,37,NWE,0,NYJ,W 17-16,*,23,35,65.71,182,1,1,76.1,4,36,5.2,4.49,7,10,1.43,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,100%,0,0%,0,0%,
240,2014,2014-12-28,16,17,37,NWE,,BUF,L 9-17,*,8,16,50,80,0,0,64.6,1,7,5,5,2,9,4.5,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,32,48%,0,0%,0,0%,
241,2015,2015-09-10,1,1,38,NWE,,PIT,W 28-21,*,25,32,78.13,288,4,0,143.7,2,7,9,11.5,3,1,0.33,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,61,100%,0,0%,0,0%,
242,2015,2015-09-20,2,2,38,NWE,0,BUF,W 40-32,*,38,59,64.41,466,3,0,105.6,2,15,7.9,8.92,3,-4,-1.33,0,0,0,0,,0,0.00%,,0,0,1,1,0,0,0,0,0,0,,0,86,100%,0,0%,0,0%,
243,2015,2015-09-27,3,3,38,NWE,,JAX,W 51-17,*,33,42,78.57,358,2,0,118.1,2,12,8.52,9.48,2,4,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,78,98%,0,0%,0,0%,
244,2015,2015-10-11,4,5,38,NWE,0,DAL,W 30-6,*,20,27,74.07,275,2,0,130.9,5,28,10.19,11.67,2,3,1.5,1,0,0,0,,0,0.00%,,1,6,1,0,0,0,0,0,0,0,,0,57,97%,0,0%,0,0%,
245,2015,2015-10-18,5,6,38,NWE,0,IND,W 34-27,*,23,37,62.16,312,3,1,104.8,2,11,8.43,8.84,4,0,0,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,68,100%,0,0%,0,0%,
246,2015,2015-10-25,6,7,38,NWE,,NYJ,W 30-23,*,34,54,62.96,355,2,0,94.3,3,18,6.57,7.31,4,15,3.75,1,0,0,0,,0,0.00%,,1,6,1,0,0,1,0,0,0,0,,0,67,100%,0,0%,0,0%,
247,2015,2015-10-29,7,8,38,NWE,,MIA,W 36-7,*,26,38,68.42,356,4,0,133.2,2,14,9.37,11.47,1,1,1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,68,94%,0,0%,0,0%,
248,2015,2015-11-08,8,9,38,NWE,,WAS,W 27-10,*,26,39,66.67,299,2,1,96,0,0,7.67,7.54,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,79,99%,0,0%,0,0%,
249,2015,2015-11-15,9,10,38,NWE,0,NYG,W 27-26,*,26,42,61.9,334,2,1,92.8,3,5,7.95,7.83,2,9,4.5,0,0,0,0,,0,0.00%,,0,0,2,1,0,0,0,0,0,0,,0,72,100%,0,0%,0,0%,
250,2015,2015-11-23,10,11,38,NWE,,BUF,W 20-13,*,20,39,51.28,277,1,1,72.3,1,6,7.1,6.46,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,67,100%,0,0%,0,0%,
251,2015,2015-11-29,11,12,38,NWE,0,DEN,L 24-30,*,23,42,54.76,280,3,0,99.3,3,18,6.67,8.1,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,66,100%,0,0%,0,0%,
252,2015,2015-12-06,12,13,38,NWE,,PHI,L 28-35,*,29,56,51.79,312,3,2,71.4,4,24,5.57,5.04,6,17,2.83,1,1,1,36,36,0,100.00%,36,1,6,0,0,0,0,0,0,0,0,,0,89,100%,0,0%,0,0%,
253,2015,2015-12-13,13,14,38,NWE,0,HOU,W 27-6,*,22,30,73.33,226,2,0,116.8,3,29,7.53,8.87,4,10,2.5,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,67,100%,0,0%,0,0%,
254,2015,2015-12-20,14,15,38,NWE,,TEN,W 33-16,*,23,35,65.71,267,2,0,107.7,2,14,7.63,8.77,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,66,100%,0,0%,0,0%,
255,2015,2015-12-27,15,16,38,NWE,0,NYJ,L 20-26,*,22,31,70.97,231,1,1,89.6,2,10,7.45,6.65,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,56,100%,0,0%,0,0%,
256,2015,2016-01-03,16,17,38,NWE,0,MIA,L 10-20,*,12,21,57.14,134,0,0,76.3,2,14,6.38,6.38,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,56,93%,0,0%,0,0%,
257,2016,2016-09-11,1,1,38,NWE,0,ARI,W 23-21,Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2016,2016-09-18,2,2,38,NWE,,MIA,W 31-24,Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2016,2016-09-22,3,3,38,NWE,,HOU,W 27-0,Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2016,2016-10-02,4,4,38,NWE,,BUF,L 0-16,Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2016,2016-10-09,5,5,39,NWE,0,CLE,W 33-13,*,28,40,70,406,3,0,127.7,1,3,10.15,11.65,2,14,7,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,71,89%,0,0%,0,0%,
262,2016,2016-10-16,6,6,39,NWE,,CIN,W 35-17,*,29,35,82.86,376,3,0,140,3,18,10.74,12.46,2,2,1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,100%,0,0%,0,0%,
263,2016,2016-10-23,7,7,39,NWE,0,PIT,W 27-16,*,19,26,73.08,222,2,0,124.2,0,0,8.54,10.08,5,13,2.6,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,57,100%,0,0%,0,0%,
264,2016,2016-10-30,8,8,39,NWE,0,BUF,W 41-25,*,22,33,66.67,315,4,0,137,4,22,9.55,11.97,1,15,15,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,94%,0,0%,0,0%,
265,2016,2016-11-13,9,10,39,NWE,,SEA,L 24-31,*,23,32,71.88,316,0,1,90.1,2,12,9.88,8.47,5,7,1.4,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,-1,0,0,0,,0,66,100%,0,0%,0,0%,
266,2016,2016-11-20,10,11,39,NWE,0,SFO,W 30-17,*,24,40,60,280,4,0,114.6,1,7,7,9,4,12,3,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,77,100%,0,0%,0,0%,
267,2016,2016-11-27,11,12,39,NWE,0,NYJ,W 22-17,*,30,50,60,286,2,0,89.2,0,0,5.72,6.52,3,-4,-1.33,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,73,100%,0,0%,0,0%,
268,2016,2016-12-04,12,13,39,NWE,,LAR,W 26-10,*,33,46,71.74,269,1,0,93.5,0,0,5.85,6.28,3,1,0.33,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,79,100%,0,0%,0,0%,
269,2016,2016-12-12,13,14,39,NWE,,BAL,W 30-23,*,25,38,65.79,406,3,1,116.8,1,5,10.68,11.08,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,69,100%,0,0%,0,0%,
270,2016,2016-12-18,14,15,39,NWE,0,DEN,W 16-3,*,16,32,50,188,0,0,68.2,2,11,5.88,5.88,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,2,0,0,1,0,0,0,0,,0,75,100%,0,0%,0,0%,
271,2016,2016-12-24,15,16,39,NWE,,NYJ,W 41-3,*,17,27,62.96,214,3,0,124.6,1,9,7.93,10.15,0,0,,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,59,80%,0,0%,0,0%,
272,2016,2017-01-01,16,17,39,NWE,0,MIA,W 35-14,*,25,33,75.76,276,3,0,130.4,0,0,8.36,10.18,1,6,6,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,96%,0,0%,0,0%,
273,2017,2017-09-07,1,1,40,NWE,,KAN,L 27-42,*,16,36,44.44,267,0,0,70,3,20,7.42,7.42,2,0,0,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,81,100%,0,0%,0,0%,
274,2017,2017-09-17,2,2,40,NWE,0,NOR,W 36-20,*,30,39,76.92,447,3,0,139.6,2,11,11.46,13,2,9,4.5,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,76,100%,0,0%,0,0%,
275,2017,2017-09-24,3,3,40,NWE,,HOU,W 36-33,*,25,35,71.43,378,5,0,146.2,5,41,10.8,13.66,1,6,6,0,0,0,0,,0,0.00%,,0,0,3,1,0,0,0,0,0,0,,0,64,100%,0,0%,0,0%,
276,2017,2017-10-01,4,4,40,NWE,,CAR,L 30-33,*,32,45,71.11,307,2,0,104.6,3,14,6.82,7.71,1,2,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,70,100%,0,0%,0,0%,
277,2017,2017-10-05,5,5,40,NWE,0,TAM,W 19-14,*,30,40,75,303,1,1,94.1,3,14,7.58,6.95,2,5,2.5,0,0,0,0,,0,0.00%,,0,0,1,1,0,0,0,0,0,0,,0,74,100%,0,0%,0,0%,
278,2017,2017-10-15,6,6,40,NWE,0,NYJ,W 24-17,*,20,38,52.63,257,2,1,80.7,0,0,6.76,6.63,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,68,100%,0,0%,0,0%,
279,2017,2017-10-22,7,7,40,NWE,,ATL,W 23-7,*,21,29,72.41,249,2,0,121.2,2,8,8.59,9.97,5,5,1,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,74,100%,0,0%,0,0%,
280,2017,2017-10-29,8,8,40,NWE,,LAC,W 21-13,*,32,47,68.09,333,1,0,95.4,3,16,7.09,7.51,1,2,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,86,100%,0,0%,0,0%,
281,2017,2017-11-12,9,10,40,NWE,0,DEN,W 41-16,*,25,34,73.53,266,3,0,125.4,1,6,7.82,9.59,1,0,0,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,61,87%,0,0%,0,0%,
282,2017,2017-11-19,10,11,40,NWE,0,OAK,W 33-8,*,30,37,81.08,340,3,0,132,1,8,9.19,10.81,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,57,95%,0,0%,0,0%,
283,2017,2017-11-26,11,12,40,NWE,,MIA,W 35-17,*,18,28,64.29,227,4,1,114.1,1,6,8.11,9.36,5,-4,-0.8,0,0,0,0,,0,0.00%,,0,0,2,1,0,1,-24,0,0,0,,0,70,100%,0,0%,0,0%,
284,2017,2017-12-03,12,13,40,NWE,0,BUF,W 23-3,*,21,30,70,258,0,1,82.4,3,14,8.6,7.1,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,68,97%,0,0%,0,0%,
285,2017,2017-12-11,13,14,40,NWE,0,MIA,L 20-27,*,24,43,55.81,233,1,2,59.5,2,10,5.42,3.79,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,61,100%,0,0%,0,0%,
286,2017,2017-12-17,14,15,40,NWE,0,PIT,W 27-24,*,22,35,62.86,298,1,1,87.6,2,15,8.51,7.8,2,-2,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,59,100%,0,0%,0,0%,
287,2017,2017-12-24,15,16,40,NWE,,BUF,W 37-16,*,21,28,75,224,2,1,106.8,2,6,8,7.82,2,6,3,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,67,94%,0,0%,0,0%,
288,2017,2017-12-31,16,17,40,NWE,,NYJ,W 26-6,*,18,37,48.65,190,2,0,82,2,12,5.14,6.22,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,80,94%,0,0%,0,0%,
289,2018,2018-09-09,1,1,41,NWE,,HOU,W 27-20,*,26,39,66.67,277,3,1,102.2,2,10,7.1,7.49,1,2,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,75,100%,0,0%,0,0%,
290,2018,2018-09-16,2,2,41,NWE,0,JAX,L 20-31,*,24,35,68.57,234,2,0,106.1,2,14,6.69,7.83,3,10,3.33,0,0,0,0,,0,0.00%,,0,0,1,1,0,0,0,0,0,0,,0,61,100%,0,0%,0,0%,
291,2018,2018-09-23,3,3,41,NWE,0,DET,L 10-26,*,14,26,53.85,133,1,1,65.1,2,13,5.12,4.15,1,2,2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,48,100%,0,0%,0,0%,
292,2018,2018-09-30,4,4,41,NWE,,MIA,W 38-7,*,23,35,65.71,274,3,2,94.2,0,0,7.83,6.97,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,77,95%,0,0%,0,0%,
293,2018,2018-10-04,5,5,41,NWE,,IND,W 38-24,*,34,44,77.27,341,3,2,102.6,0,0,7.75,7.07,3,-1,-0.33,1,0,0,0,,0,0.00%,,1,6,0,0,0,0,0,0,0,0,,0,69,100%,0,0%,0,0%,
294,2018,2018-10-14,6,6,41,NWE,,KAN,W 43-40,*,24,35,68.57,340,1,0,109.2,2,13,9.71,10.29,3,2,0.67,1,0,0,0,,0,0.00%,,1,6,2,1,0,0,0,0,0,0,,0,78,100%,0,0%,0,0%,
295,2018,2018-10-21,7,7,41,NWE,0,CHI,W 38-31,*,25,36,69.44,277,3,1,108.2,1,4,7.69,8.11,1,6,6,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,100%,0,0%,0,0%,
296,2018,2018-10-29,8,8,41,NWE,0,BUF,W 25-6,*,29,45,64.44,324,0,0,85.8,2,13,7.2,7.2,1,8,8,0,0,0,0,,0,0.00%,,0,0,1,0,0,0,0,0,0,0,,0,74,97%,0,0%,0,0%,
297,2018,2018-11-04,9,9,41,NWE,,GNB,W 31-17,*,22,35,62.86,294,1,0,99,2,21,8.4,8.97,5,-1,-0.2,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,71,100%,0,0%,0,0%,
298,2018,2018-11-11,10,10,41,NWE,0,TEN,L 10-34,*,21,41,51.22,254,0,0,70.6,3,23,6.2,6.2,1,0,0,0,1,1,6,6,0,100.00%,6,0,0,0,0,0,0,0,0,0,0,,0,58,88%,0,0%,0,0%,
299,2018,2018-11-25,11,12,41,NWE,0,NYJ,W 27-13,*,20,31,64.52,283,2,0,115.4,0,0,9.13,10.42,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,70,100%,0,0%,0,0%,
300,2018,2018-12-02,12,13,41,NWE,,MIN,W 24-10,*,24,32,75,311,1,1,102.5,0,0,9.72,8.94,2,5,2.5,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,74,100%,0,0%,0,0%,
301,2018,2018-12-09,13,14,41,NWE,0,MIA,L 33-34,*,27,43,62.79,358,3,0,112.4,2,14,8.33,9.72,1,3,3,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,81,100%,0,0%,0,0%,
302,2018,2018-12-16,14,15,41,NWE,0,PIT,L 10-17,*,25,36,69.44,279,1,1,89.9,1,7,7.75,7.06,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,62,100%,0,0%,0,0%,
303,2018,2018-12-23,15,16,41,NWE,,BUF,W 24-12,*,13,24,54.17,126,1,2,48.3,1,9,5.25,2.33,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,66,88%,0,0%,0,0%,
304,2018,2018-12-30,16,17,41,NWE,,NYJ,W 38-3,*,24,33,72.73,250,4,0,133.8,1,6,7.58,10,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,64,94%,0,0%,0,0%,
305,2019,2019-09-08,1,1,42,NWE,,PIT,W 33-3,*,24,36,66.67,341,3,0,124.9,1,7,9.47,11.14,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,70,100%,0,0%,0,0%,
306,2019,2019-09-15,2,2,42,NWE,0,MIA,W 43-0,*,20,28,71.43,264,2,0,124.7,2,9,9.43,10.86,2,1,0.5,1,0,0,0,,0,0.00%,,1,6,0,0,0,0,0,0,0,0,,0,71,100%,0,0%,0,0%,
307,2019,2019-09-22,3,3,42,NWE,,NYJ,W 30-14,*,28,42,66.67,306,2,0,103.9,0,0,7.29,8.24,2,-1,-0.5,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,72,95%,0,0%,0,0%,
308,2019,2019-09-29,4,4,42,NWE,0,BUF,W 16-10,*,18,39,46.15,150,0,1,45.9,0,0,3.85,2.69,3,-3,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,63,100%,0,0%,0,0%,
309,2019,2019-10-06,5,5,42,NWE,0,WAS,W 33-7,*,28,42,66.67,348,3,1,106.1,4,36,8.29,8.64,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,71,92%,0,0%,0,0%,
310,2019,2019-10-10,6,6,42,NWE,,NYG,W 35-14,*,31,41,75.61,334,0,1,88.9,3,21,8.15,7.05,7,6,0.86,2,0,0,0,,0,0.00%,,2,12,2,1,0,1,0,0,0,0,,0,81,100%,0,0%,0,0%,
311,2019,2019-10-21,7,7,42,NWE,0,NYJ,W 33-0,*,31,45,68.89,249,1,1,80.7,0,0,5.53,4.98,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,77,94%,0,0%,0,0%,
312,2019,2019-10-27,8,8,42,NWE,,CLE,W 27-13,*,20,36,55.56,259,2,0,96.9,3,20,7.19,8.31,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,69,99%,0,0%,0,0%,
313,2019,2019-11-03,9,9,42,NWE,0,BAL,L 20-37,*,30,46,65.22,285,1,1,80.4,2,17,6.2,5.65,0,0,,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,67,100%,0,0%,0,0%,
314,2019,2019-11-17,10,11,42,NWE,0,PHI,W 17-10,*,26,47,55.32,216,0,0,67.3,1,7,4.6,4.6,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,74,100%,0,0%,0,0%,
315,2019,2019-11-24,11,12,42,NWE,,DAL,W 13-9,*,17,37,45.95,190,1,0,70.8,2,9,5.14,5.68,2,-3,-1.5,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,0,0,0,0,,0,68,100%,0,0%,0,0%,
316,2019,2019-12-01,12,13,42,NWE,0,HOU,L 22-28,*,24,47,51.06,326,3,1,85.9,3,23,6.94,7.26,1,13,13,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,87,100%,0,0%,0,0%,
317,2019,2019-12-08,13,14,42,NWE,,KAN,L 16-23,*,19,36,52.78,169,1,1,63.3,3,20,4.69,4,2,20,10,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,66,100%,0,0%,0,0%,
318,2019,2019-12-15,14,15,42,NWE,0,CIN,W 34-13,*,15,29,51.72,128,2,0,86.6,2,12,4.41,5.79,2,-2,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,65,100%,0,0%,0,0%,
319,2019,2019-12-21,15,16,42,NWE,,BUF,W 24-17,*,26,33,78.79,271,1,0,111,0,0,8.21,8.82,4,4,1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,73,100%,0,0%,0,0%,
320,2019,2019-12-29,16,17,42,NWE,,MIA,L 24-27,*,16,29,55.17,221,2,1,88.4,1,4,7.62,7.45,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,2,0,0,0,0,,0,61,100%,0,0%,0,0%,
321,2020,2020-09-13,1,1,43,TAM,0,NOR,L 23-34,*,23,36,63.89,239,2,2,78.4,3,15,6.64,5.25,3,9,3,1,0,0,0,,0,0.00%,,1,6,1,0,0,1,0,0,0,0,,0,70,100%,0,0%,0,0%,
322,2020,2020-09-20,2,2,43,TAM,,CAR,W 31-17,*,23,35,65.71,217,1,1,80.3,0,0,6.2,5.49,1,0,0,0,0,0,0,,0,0.00%,,0,0,1,1,0,0,-3,0,0,0,,0,61,100%,0,0%,0,0%,
323,2020,2020-09-27,3,3,43,TAM,0,DEN,W 28-10,*,25,38,65.79,297,3,0,115.8,2,12,7.82,9.39,5,0,0,0,0,0,0,,0,0.00%,,0,0,1,0,0,0,-1,0,0,0,,0,68,100%,0,0%,0,0%,
324,2020,2020-10-04,4,4,43,TAM,,LAC,W 38-31,*,30,46,65.22,369,5,1,117,0,0,8.02,9.22,3,-3,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,76,100%,0,0%,0,0%,
325,2020,2020-10-08,5,5,43,TAM,0,CHI,L 19-20,*,25,41,60.98,253,1,0,86.7,3,20,6.17,6.66,3,0,0,0,0,0,0,,0,0.00%,,0,0,1,0,0,1,-2,0,0,0,,0,71,100%,0,0%,0,0%,
326,2020,2020-10-18,6,6,43,TAM,,GNB,W 38-10,*,17,27,62.96,166,2,0,104.9,0,0,6.15,7.63,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,55,86%,0,0%,0,0%,
327,2020,2020-10-25,7,7,43,TAM,0,LVR,W 45-20,*,33,45,73.33,369,4,0,127,0,0,8.2,9.98,1,1,1,1,0,0,0,,0,0.00%,,1,6,0,0,0,0,0,0,0,0,,0,72,100%,0,0%,0,0%,
328,2020,2020-11-02,8,8,43,TAM,0,NYG,W 25-23,*,28,40,70,279,2,0,106.1,2,16,6.98,7.98,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,1,0,0,0,0,,0,70,100%,0,0%,0,0%,
329,2020,2020-11-08,9,9,43,TAM,,NOR,L 3-38,*,22,38,57.89,209,0,3,40.4,3,23,5.5,1.95,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,49,98%,0,0%,0,0%,
330,2020,2020-11-15,10,10,43,TAM,0,CAR,W 46-23,*,28,39,71.79,341,3,0,124,1,7,8.74,10.28,2,2,1,1,0,0,0,,0,0.00%,,1,6,0,0,0,0,0,0,0,0,,0,75,94%,0,0%,0,0%,
331,2020,2020-11-23,11,11,43,TAM,,LAR,L 24-27,*,26,48,54.17,216,2,2,62.5,1,7,4.5,3.46,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,69,100%,0,0%,0,0%,
332,2020,2020-11-29,12,12,43,TAM,,KAN,L 24-27,*,27,41,65.85,345,3,2,96.1,1,3,8.41,7.68,1,-1,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,59,100%,0,0%,0,0%,
333,2020,2020-12-13,13,14,43,TAM,,MIN,W 26-14,*,15,23,65.22,196,2,0,120.9,0,0,8.52,10.26,3,-2,-0.67,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,51,100%,0,0%,0,0%,
334,2020,2020-12-20,14,15,43,TAM,0,ATL,W 31-27,*,31,45,68.89,390,2,0,110.4,3,25,8.67,9.56,2,-2,-1,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,68,100%,0,0%,0,0%,
335,2020,2020-12-26,15,16,43,TAM,0,DET,W 47-7,*,22,27,81.48,348,4,0,158.3,1,7,12.89,15.85,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,43,56%,0,0%,0,0%,
336,2020,2021-01-03,16,17,43,TAM,,ATL,W 44-27,*,26,41,63.41,399,4,1,117.8,1,8,9.73,10.59,5,3,0.6,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,67,100%,0,0%,0,0%,
337,2021,2021-09-09,1,1,44,TAM,,DAL,W 31-29,*,32,50,64,379,4,2,97,0,0,7.58,7.38,0,0,,0,0,0,0,,0,0.00%,,0,0,0,0,0,0,0,0,0,0,,0,65,100%,0,0%,0,0%,
338,2021,2021-09-19,2,2,44,TAM,,ATL,W 48-25,*,24,36,66.67,276,5,0,129.2,3,17,7.67,10.44,1,6,6,0,0,0,0,,0,0.00%,,0,0,1,1,0,0,0,0,0,0,,0,60,95%,0,0%,0,0%,
339,2021,2021-09-26,3,3,44,TAM,0,LAR,L 24-34,*,41,55,74.55,432,1,0,103,3,21,7.85,8.22,3,14,4.67,1,0,0,0,,0,0.00%,,1,6,1,0,0,0,0,0,0,0,,0,73,100%,0,0%,0,0%,
